id,Weekly_Sales
16_32_2012-12-14 ,7987.1111
16_32_2012-12-21 ,15664.00575
16_32_2012-12-28 ,8474.03605
16_32_2013-01-04 ,5467.628249
16_32_2013-01-11 ,4326.042049
16_32_2013-01-18 ,5239.613899
16_32_2013-01-25 ,4257.111299
16_32_2013-02-01 ,4659.028899
16_32_2013-02-08 ,4858.9131
16_32_2013-02-15 ,5026.8039
16_32_2013-02-22 ,4562.4723
16_32_2013-03-01 ,4387.0234
16_32_2013-03-08 ,4728.1928
16_32_2013-03-15 ,4753.4284
16_32_2013-03-22 ,4696.9226
16_32_2013-03-29 ,4594.9503
16_32_2013-04-05 ,4197.9917
16_32_2013-04-12 ,3645.76455
16_32_2013-04-19 ,3789.9475
16_32_2013-04-26 ,3605.9939
16_32_2013-05-03 ,3629.4735
16_32_2013-05-10 ,3832.22255
16_32_2013-05-17 ,4034.756
16_32_2013-05-24 ,3798.25605
16_32_2013-05-31 ,3764.68585
16_32_2013-06-07 ,4255.26725
16_32_2013-06-14 ,4589.6474
16_32_2013-06-21 ,4387.1188
16_32_2013-06-28 ,4744.69435
16_32_2013-07-05 ,4995.75475
16_32_2013-07-12 ,4958.52895
16_32_2013-07-19 ,5019.97475
16_32_2013-07-26 ,4961.74435
16_33_2012-11-02 ,2604.6795
16_33_2012-11-09 ,2486.84455
16_33_2012-11-16 ,2421.569849
16_33_2012-11-23 ,2802.9797
16_33_2012-11-30 ,2769.4592
16_33_2012-12-07 ,2854.8698
16_33_2012-12-14 ,3904.78565
16_33_2012-12-21 ,5349.9092
16_33_2012-12-28 ,2635.21885
16_33_2013-01-04 ,1932.015949
16_33_2013-01-11 ,1787.4768
16_33_2013-01-18 ,1934.044149
16_33_2013-01-25 ,1811.78405
16_33_2013-02-01 ,2147.6871
16_33_2013-02-08 ,2118.52885
16_33_2013-02-15 ,2228.0624
16_33_2013-02-22 ,2228.7321
16_33_2013-03-01 ,2292.20905
16_33_2013-03-08 ,2622.48955
16_33_2013-03-15 ,2758.12145
16_33_2013-03-22 ,2568.5194
16_33_2013-03-29 ,2551.4367
16_33_2013-04-05 ,2332.4557
16_33_2013-04-12 ,2264.04605
16_33_2013-04-19 ,2161.56885
16_33_2013-04-26 ,2204.4646
16_33_2013-05-03 ,1812.56925
16_33_2013-05-10 ,1780.6488
16_33_2013-05-17 ,1988.46495
16_33_2013-05-24 ,1818.10405
16_33_2013-05-31 ,1799.50445
16_33_2013-06-07 ,1958.4167
16_33_2013-06-14 ,2029.18105
16_33_2013-06-21 ,2013.0525
16_33_2013-06-28 ,2090.1664
16_33_2013-07-05 ,2151.57405
16_33_2013-07-12 ,2159.8982
16_33_2013-07-19 ,2118.8316
16_33_2013-07-26 ,2216.725
16_34_2012-11-02 ,4996.8863
16_34_2012-11-09 ,4696.0657
16_34_2012-11-16 ,4201.40025
16_34_2012-11-23 ,4915.95015
16_34_2012-11-30 ,4271.405
16_34_2012-12-07 ,4252.50605
16_34_2012-12-14 ,4862.2124
16_34_2012-12-21 ,5997.69815
16_34_2012-12-28 ,4453.01165
16_34_2013-01-04 ,3373.3225
16_34_2013-01-11 ,3309.77025
16_34_2013-01-18 ,3579.989
16_34_2013-01-25 ,3406.00175
16_34_2013-02-01 ,3923.931
16_34_2013-02-08 ,4117.51615
16_34_2013-02-15 ,4149.0375
16_34_2013-02-22 ,4487.21085
16_34_2013-03-01 ,4803.9827
16_34_2013-03-08 ,5365.72475
16_34_2013-03-15 ,5641.5898
16_34_2013-03-22 ,5433.31455
16_34_2013-03-29 ,5448.91975
16_34_2013-04-05 ,5780.2139
16_34_2013-04-12 ,5390.2336
16_34_2013-04-19 ,5036.18255
16_34_2013-04-26 ,5281.7428
16_34_2013-05-03 ,4652.11605
16_34_2013-05-10 ,4805.6515
16_34_2013-05-17 ,5474.97025
16_34_2013-05-24 ,5255.7353
16_34_2013-05-31 ,5508.64485
16_34_2013-06-07 ,5600.2289
16_34_2013-06-14 ,5668.352
16_34_2013-06-21 ,5946.71355
16_34_2013-06-28 ,5720.49765
16_34_2013-07-05 ,5686.01485
16_34_2013-07-12 ,5451.93715
16_34_2013-07-19 ,5547.43425
16_34_2013-07-26 ,5388.3633
16_35_2012-11-02 ,158.85805
16_35_2012-11-09 ,192.82
16_35_2012-11-16 ,232.4445
16_35_2012-11-23 ,440.4551
16_35_2012-11-30 ,461.0473
16_35_2012-12-07 ,602.6397
16_35_2012-12-14 ,667.9023
16_35_2012-12-21 ,697.4493
16_35_2012-12-28 ,563.32635
16_35_2013-01-04 ,537.8094489
16_35_2013-01-11 ,324.35705
16_35_2013-01-18 ,784.5200443
16_35_2013-01-25 ,602.6152966
16_35_2013-02-01 ,551.4400466
16_35_2013-02-08 ,615.8843455
16_35_2013-02-15 ,414.7066977
16_35_2013-02-22 ,397.3113477
16_35_2013-03-01 ,525.6135466
16_35_2013-03-08 ,766.5303432
16_35_2013-03-15 ,755.2373943
16_35_2013-03-22 ,850.3865432
16_35_2013-03-29 ,587.0125466
16_35_2013-04-05 ,562.0756466
16_35_2013-04-12 ,685.4652443
16_35_2013-04-19 ,644.0368455
16_35_2013-04-26 ,686.0872455
16_35_2013-05-03 ,576.8683
16_35_2013-05-10 ,509.35885
16_35_2013-05-17 ,555.3188
16_35_2013-05-24 ,633.9134489
16_35_2013-05-31 ,600.684
16_35_2013-06-07 ,539.3938
16_35_2013-06-14 ,619.20275
16_35_2013-06-21 ,576.1544
16_35_2013-06-28 ,617.0633
16_35_2013-07-05 ,605.5232
16_35_2013-07-12 ,581.7079
16_35_2013-07-19 ,799.5014
16_36_2012-11-02 ,1481.1475
16_36_2012-11-09 ,1459.5025
16_36_2012-11-16 ,1652.37
16_36_2012-11-23 ,2960.06195
16_36_2012-11-30 ,2579.3047
16_36_2012-12-07 ,2649.66165
16_36_2012-12-14 ,3753.815
16_36_2012-12-21 ,5593.494
16_36_2012-12-28 ,3140.02465
16_36_2013-01-04 ,2141.492749
16_36_2013-01-11 ,2202.088649
16_36_2013-01-18 ,2375.620999
16_36_2013-01-25 ,2278.099898
16_36_2013-02-01 ,2025.235699
16_36_2013-02-08 ,2006.993749
16_36_2013-02-15 ,2267.273748
16_36_2013-02-22 ,2066.156949
16_36_2013-03-01 ,1999.333948
16_36_2013-03-08 ,1813.373849
16_36_2013-03-15 ,2089.235398
16_36_2013-03-22 ,1958.145048
16_36_2013-03-29 ,1887.710049
16_36_2013-04-05 ,1649.965199
16_36_2013-04-12 ,1599.050149
16_36_2013-04-19 ,1571.136199
16_36_2013-04-26 ,1601.992499
16_36_2013-05-03 ,1300.81905
16_36_2013-05-10 ,1270.38975
16_36_2013-05-17 ,1423.0161
16_36_2013-05-24 ,1273.6971
16_36_2013-05-31 ,1395.6953
16_36_2013-06-07 ,1650.987199
16_36_2013-06-14 ,1873.2025
16_36_2013-06-21 ,1823.4767
16_36_2013-06-28 ,1773.04965
16_36_2013-07-05 ,1664.95315
16_36_2013-07-12 ,1603.54905
16_36_2013-07-19 ,1462.7098
16_36_2013-07-26 ,1542.18125
16_38_2012-11-02 ,43415.6866
16_38_2012-11-09 ,47037.0246
16_38_2012-11-16 ,49980.3593
16_38_2012-11-23 ,51595.5124
16_38_2012-11-30 ,54573.2884
16_38_2012-12-07 ,54819.6833
16_38_2012-12-14 ,53542.99595
16_38_2012-12-21 ,54825.8842
16_38_2012-12-28 ,54182.7218
16_38_2013-01-04 ,61755.45725
16_38_2013-01-11 ,53538.213
16_38_2013-01-18 ,58921.7176
16_38_2013-01-25 ,51581.9017
16_38_2013-02-01 ,55135.0655
16_38_2013-02-08 ,58962.6111
16_38_2013-02-15 ,55395.83865
16_38_2013-02-22 ,54445.73055
16_38_2013-03-01 ,48592.86795
16_38_2013-03-08 ,51779.21095
16_38_2013-03-15 ,47842.12675
16_38_2013-03-22 ,47630.6331
16_38_2013-03-29 ,46822.23135
16_38_2013-04-05 ,47701.9467
16_38_2013-04-12 ,46188.2476
16_38_2013-04-19 ,47967.18205
16_38_2013-04-26 ,47056.21245
16_38_2013-05-03 ,52826.9974
16_38_2013-05-10 ,51699.51425
16_38_2013-05-17 ,51975.67915
16_38_2013-05-24 ,51190.05755
16_38_2013-05-31 ,50406.3833
16_38_2013-06-07 ,51614.1983
16_38_2013-06-14 ,53325.8002
16_38_2013-06-21 ,51362.02625
16_38_2013-06-28 ,52421.3305
16_38_2013-07-05 ,52889.10745
16_38_2013-07-12 ,54005.07035
16_38_2013-07-19 ,53495.9288
16_38_2013-07-26 ,52449.90905
16_40_2012-11-02 ,27413.483
16_40_2012-11-09 ,27258.4243
16_40_2012-11-16 ,28112.19415
16_40_2012-11-23 ,29022.65265
16_40_2012-11-30 ,29767.56135
16_40_2012-12-07 ,31241.25475
16_40_2012-12-14 ,31927.89235
16_40_2012-12-21 ,40989.6141
16_40_2012-12-28 ,38252.67405
16_40_2013-01-04 ,39320.57515
16_40_2013-01-11 ,35559.4954
16_40_2013-01-18 ,35182.64935
16_40_2013-01-25 ,33582.9936
16_40_2013-02-01 ,33120.7264
16_40_2013-02-08 ,32778.34035
16_40_2013-02-15 ,33310.05525
16_40_2013-02-22 ,32968.77875
16_40_2013-03-01 ,33547.9767
16_40_2013-03-08 ,32726.1511
16_40_2013-03-15 ,33443.9388
16_40_2013-03-22 ,32679.29735
16_40_2013-03-29 ,32327.5465
16_40_2013-04-05 ,30660.31845
16_40_2013-04-12 ,28818.77085
16_40_2013-04-19 ,27367.5522
16_40_2013-04-26 ,27328.18955
16_40_2013-05-03 ,26869.3516
16_40_2013-05-10 ,26687.433
16_40_2013-05-17 ,29164.28125
16_40_2013-05-24 ,27057.82815
16_40_2013-05-31 ,27467.7976
16_40_2013-06-07 ,30385.4729
16_40_2013-06-14 ,33012.8543
16_40_2013-06-21 ,32055.1918
16_40_2013-06-28 ,34270.14255
16_40_2013-07-05 ,35325.67165
16_40_2013-07-12 ,34924.0741
16_40_2013-07-19 ,35832.6078
16_40_2013-07-26 ,35295.11735
16_41_2012-11-02 ,1010.5497
16_41_2012-11-09 ,953.82515
16_41_2012-11-16 ,1005.7903
16_41_2012-11-23 ,1560.53755
16_41_2012-11-30 ,1265.64875
16_41_2012-12-07 ,1492.8418
16_41_2012-12-14 ,1649.1707
16_41_2012-12-21 ,3461.51765
16_41_2012-12-28 ,2481.2905
16_41_2013-01-04 ,1898.7724
16_41_2013-01-11 ,1601.33575
16_41_2013-01-18 ,1660.664049
16_41_2013-01-25 ,1456.814799
16_41_2013-02-01 ,1728.07265
16_41_2013-02-08 ,1817.565749
16_41_2013-02-15 ,1884.786499
16_41_2013-02-22 ,1780.262199
16_41_2013-03-01 ,1767.0852
16_41_2013-03-08 ,1719.24125
16_41_2013-03-15 ,1816.318249
16_41_2013-03-22 ,1730.9209
16_41_2013-03-29 ,1697.3103
16_41_2013-04-05 ,1503.330448
16_41_2013-04-12 ,1541.299297
16_41_2013-04-19 ,1652.425844
16_41_2013-04-26 ,1483.712897
16_41_2013-05-03 ,1031.4236
16_41_2013-05-10 ,1055.42875
16_41_2013-05-17 ,1190.7047
16_41_2013-05-24 ,962.39635
16_41_2013-05-31 ,1022.4943
16_41_2013-06-07 ,1220.09955
16_41_2013-06-14 ,1471.4292
16_41_2013-06-21 ,1511.3724
16_41_2013-06-28 ,1578.6648
16_41_2013-07-05 ,1975.2048
16_41_2013-07-12 ,2017.84085
16_41_2013-07-19 ,2216.20325
16_41_2013-07-26 ,2264.1592
16_42_2012-11-02 ,4119.4314
16_42_2012-11-09 ,4078.1918
16_42_2012-11-16 ,3674.08645
16_42_2012-11-23 ,3463.32195
16_42_2012-11-30 ,3315.2397
16_42_2012-12-07 ,3190.69065
16_42_2012-12-14 ,3292.9787
16_42_2012-12-21 ,3361.6566
16_42_2012-12-28 ,3315.758
16_42_2013-01-04 ,3375.17915
16_42_2013-01-11 ,3163.03865
16_42_2013-01-18 ,3255.3346
16_42_2013-01-25 ,3040.70525
16_42_2013-02-01 ,3698.36465
16_42_2013-02-08 ,3870.3731
16_42_2013-02-15 ,3460.37455
16_42_2013-02-22 ,3662.4355
16_42_2013-03-01 ,3679.3059
16_42_2013-03-08 ,4137.7882
16_42_2013-03-15 ,4115.9988
16_42_2013-03-22 ,4097.60815
16_42_2013-03-29 ,4085.52775
16_42_2013-04-05 ,4156.8966
16_42_2013-04-12 ,4077.6885
16_42_2013-04-19 ,4076.0579
16_42_2013-04-26 ,4027.03515
16_42_2013-05-03 ,3617.80225
16_42_2013-05-10 ,3656.33045
16_42_2013-05-17 ,3953.4145
16_42_2013-05-24 ,3899.4878
16_42_2013-05-31 ,4045.43545
16_42_2013-06-07 ,4035.9995
16_42_2013-06-14 ,4029.9973
16_42_2013-06-21 ,3977.1284
16_42_2013-06-28 ,4028.67075
16_42_2013-07-05 ,4104.33905
16_42_2013-07-12 ,4075.99805
16_42_2013-07-19 ,3922.2458
16_42_2013-07-26 ,3922.3726
16_44_2012-11-02 ,4878.25675
16_44_2012-11-09 ,4655.53265
16_44_2012-11-16 ,4382.008
16_44_2012-11-23 ,5147.7177
16_44_2012-11-30 ,5145.26935
16_44_2012-12-07 ,6296.3265
16_44_2012-12-14 ,6575.7705
16_44_2012-12-21 ,8839.61555
16_44_2012-12-28 ,4998.7893
16_44_2013-01-04 ,3922.4339
16_44_2013-01-11 ,3700.7158
16_44_2013-01-18 ,3676.325
16_44_2013-01-25 ,3606.5675
16_44_2013-02-01 ,4055.17135
16_44_2013-02-08 ,4058.4081
16_44_2013-02-15 ,4100.2687
16_44_2013-02-22 ,3969.36535
16_44_2013-03-01 ,4028.53365
16_44_2013-03-08 ,3877.08035
16_44_2013-03-15 ,3840.8185
16_44_2013-03-22 ,3841.87435
16_44_2013-03-29 ,3827.60275
16_44_2013-04-05 ,3799.4733
16_44_2013-04-12 ,3794.8295
16_44_2013-04-19 ,3798.0105
16_44_2013-04-26 ,3832.5028
16_44_2013-05-03 ,3659.48555
16_44_2013-05-10 ,3609.82695
16_44_2013-05-17 ,3672.4127
16_44_2013-05-24 ,3426.21145
16_44_2013-05-31 ,3395.13815
16_44_2013-06-07 ,3339.73015
16_44_2013-06-14 ,3526.10015
16_44_2013-06-21 ,3664.0169
16_44_2013-06-28 ,3809.5326
16_44_2013-07-05 ,3756.43085
16_44_2013-07-12 ,3810.7324
16_44_2013-07-19 ,3764.7541
16_44_2013-07-26 ,3702.1352
16_45_2012-11-02 ,103.1404989
16_45_2012-11-16 ,271.9108466
16_45_2012-12-28 ,178.2240977
16_45_2013-01-18 ,1315.846332
16_45_2013-02-01 ,1633.678127
16_45_2013-02-08 ,1442.489081
16_45_2013-02-15 ,194.4130977
16_45_2013-03-01 ,104.1827989
16_45_2013-03-15 ,104.9852489
16_45_2013-03-22 ,201.5412477
16_45_2013-03-29 ,202.7712477
16_45_2013-04-05 ,26.96535
16_45_2013-04-12 ,345.4242955
16_45_2013-04-19 ,106.9884489
16_45_2013-04-26 ,506.6458432
16_46_2012-11-02 ,11179.86545
16_46_2012-11-09 ,11398.7821
16_46_2012-11-16 ,11789.51135
16_46_2012-11-23 ,13730.7993
16_46_2012-11-30 ,14181.52455
16_46_2012-12-07 ,15077.43265
16_46_2012-12-14 ,16216.1779
16_46_2012-12-21 ,26212.06455
16_46_2012-12-28 ,18382.6522
16_46_2013-01-04 ,15235.55575
16_46_2013-01-11 ,13506.32215
16_46_2013-01-18 ,14111.0019
16_46_2013-01-25 ,13718.5969
16_46_2013-02-01 ,13060.17595
16_46_2013-02-08 ,13037.078
16_46_2013-02-15 ,12505.4688
16_46_2013-02-22 ,12817.31725
16_46_2013-03-01 ,12995.15625
16_46_2013-03-08 ,13115.8504
16_46_2013-03-15 ,13291.9169
16_46_2013-03-22 ,13998.30955
16_46_2013-03-29 ,13838.45495
16_46_2013-04-05 ,13089.7565
16_46_2013-04-12 ,12561.85085
16_46_2013-04-19 ,12562.8862
16_46_2013-04-26 ,12781.3249
16_46_2013-05-03 ,12139.89655
16_46_2013-05-10 ,12400.7936
16_46_2013-05-17 ,13821.66585
16_46_2013-05-24 ,13463.663
16_46_2013-05-31 ,14115.7233
16_46_2013-06-07 ,15259.9725
16_46_2013-06-14 ,16720.7316
16_46_2013-06-21 ,16225.62475
16_46_2013-06-28 ,17100.3401
16_46_2013-07-05 ,17612.7653
16_46_2013-07-12 ,17071.95155
16_46_2013-07-19 ,17741.57365
16_46_2013-07-26 ,17318.2009
16_47_2013-04-05 ,7773.353701
16_47_2013-07-12 ,3779.159799
16_48_2012-11-02 ,737.2457489
16_48_2012-11-09 ,713.3512
16_48_2012-11-16 ,873.3097466
16_48_2012-11-23 ,911.3263989
16_48_2012-11-30 ,1129.744097
16_48_2012-12-07 ,1053.141947
16_48_2012-12-14 ,1054.484048
16_48_2012-12-21 ,1167.510248
16_48_2013-01-04 ,942.5598932
16_48_2013-01-11 ,691.1299966
16_48_2013-01-18 ,1536.651036
16_48_2013-01-25 ,1362.03839
16_48_2013-02-01 ,1167.754245
16_48_2013-02-08 ,1430.86389
16_48_2013-02-15 ,1014.631995
16_48_2013-02-22 ,1122.705745
16_48_2013-03-01 ,1311.226241
16_48_2013-03-08 ,1304.240393
16_48_2013-03-15 ,1277.574194
16_48_2013-03-22 ,1399.989492
16_48_2013-03-29 ,1079.262595
16_48_2013-04-05 ,932.6562477
16_48_2013-04-12 ,1222.697093
16_48_2013-04-19 ,1067.603495
16_48_2013-04-26 ,1076.352597
16_48_2013-05-03 ,769.3352489
16_48_2013-05-10 ,592.9124
16_48_2013-05-17 ,659.5251989
16_48_2013-05-24 ,715.30015
16_48_2013-05-31 ,756.0451
16_48_2013-06-07 ,728.4406989
16_48_2013-06-14 ,732.98605
16_48_2013-06-21 ,563.1987
16_48_2013-06-28 ,866.6269466
16_48_2013-07-12 ,630.0117
16_48_2013-07-19 ,632.9152489
16_48_2013-07-26 ,618.1460489
16_49_2012-11-02 ,43.08775
16_49_2012-11-09 ,124.0210989
16_49_2012-11-16 ,367.6795455
16_49_2012-11-23 ,144.0531489
16_49_2012-11-30 ,59.39425
16_49_2012-12-07 ,54.49
16_49_2012-12-14 ,63.4744
16_49_2012-12-21 ,45.3652
16_49_2012-12-28 ,53.537
16_52_2012-11-02 ,1850.3103
16_52_2012-11-09 ,1757.00655
16_52_2012-11-16 ,1746.22505
16_52_2012-11-23 ,2322.56945
16_52_2012-11-30 ,2128.9837
16_52_2012-12-07 ,2211.61175
16_52_2012-12-14 ,2221.706
16_52_2012-12-21 ,2725.34135
16_52_2012-12-28 ,1821.54405
16_52_2013-01-04 ,1700.5995
16_52_2013-01-11 ,1692.69975
16_52_2013-01-18 ,1795.0609
16_52_2013-01-25 ,1709.1678
16_52_2013-02-01 ,1846.1528
16_52_2013-02-08 ,1792.40165
16_52_2013-02-15 ,1727.12135
16_52_2013-02-22 ,1691.7741
16_52_2013-03-01 ,1590.275
16_52_2013-03-08 ,1683.02825
16_52_2013-03-15 ,1662.74295
16_52_2013-03-22 ,1656.2436
16_52_2013-03-29 ,1642.5993
16_52_2013-04-05 ,1413.61855
16_52_2013-04-12 ,1413.5707
16_52_2013-04-19 ,1415.49955
16_52_2013-04-26 ,1379.12225
16_52_2013-05-03 ,1703.31895
16_52_2013-05-10 ,1624.79325
16_52_2013-05-17 ,1658.40455
16_52_2013-05-24 ,1559.2425
16_52_2013-05-31 ,1556.07185
16_52_2013-06-07 ,1522.98425
16_52_2013-06-14 ,1544.92775
16_52_2013-06-21 ,1555.3488
16_52_2013-06-28 ,1483.58295
16_52_2013-07-05 ,1483.2029
16_52_2013-07-12 ,1375.94945
16_52_2013-07-19 ,1305.64655
16_52_2013-07-26 ,1315.6682
16_54_2012-11-02 ,2286.283168
16_54_2012-11-30 ,518.6964443
16_54_2012-12-21 ,422.7173455
16_54_2012-12-28 ,1168.413385
16_54_2013-01-04 ,2100.394722
16_54_2013-01-25 ,955.2971375
16_54_2013-02-01 ,1362.167633
16_54_2013-02-08 ,1045.976988
16_54_2013-02-15 ,857.6424898
16_54_2013-02-22 ,1257.054283
16_54_2013-03-15 ,1814.694275
16_54_2013-03-22 ,2188.12987
16_54_2013-04-12 ,2542.691515
16_54_2013-05-24 ,1918.013024
16_54_2013-05-31 ,1541.01688
16_54_2013-06-07 ,525.2270932
16_54_2013-06-14 ,447.3640443
16_54_2013-06-21 ,797.5944398
16_54_2013-07-05 ,846.6076887
16_54_2013-07-19 ,207.9990977
16_55_2012-11-02 ,5690.9318
16_55_2012-11-09 ,8317.64975
16_55_2012-11-16 ,10408.2963
16_55_2012-11-23 ,20392.62765
16_55_2012-11-30 ,12143.00115
16_55_2012-12-07 ,11579.19075
16_55_2012-12-14 ,16284.7781
16_55_2012-12-21 ,28470.93555
16_55_2012-12-28 ,13867.2212
16_55_2013-01-04 ,7708.13675
16_55_2013-01-11 ,7021.5844
16_55_2013-01-18 ,7146.5368
16_55_2013-01-25 ,6684.5167
16_55_2013-02-01 ,6885.3401
16_55_2013-02-08 ,6511.684199
16_55_2013-02-15 ,7019.04315
16_55_2013-02-22 ,6307.9313
16_55_2013-03-01 ,5892.1292
16_55_2013-03-08 ,6057.1509
16_55_2013-03-15 ,6093.08175
16_55_2013-03-22 ,6379.763649
16_55_2013-03-29 ,6227.496449
16_55_2013-04-05 ,5641.76645
16_55_2013-04-12 ,5435.03085
16_55_2013-04-19 ,5685.7697
16_55_2013-04-26 ,5289.32045
16_55_2013-05-03 ,5652.29645
16_55_2013-05-10 ,5384.35415
16_55_2013-05-17 ,5184.67995
16_55_2013-05-24 ,5065.18475
16_55_2013-05-31 ,4968.136
16_55_2013-06-07 ,5134.69715
16_55_2013-06-14 ,5439.36915
16_55_2013-06-21 ,5066.2112
16_55_2013-06-28 ,5196.407
16_55_2013-07-05 ,5235.318
16_55_2013-07-12 ,5524.82395
16_55_2013-07-19 ,5439.76525
16_55_2013-07-26 ,5418.84705
16_56_2012-11-02 ,912.25785
16_56_2012-11-09 ,962.00355
16_56_2012-11-16 ,1021.57745
16_56_2012-11-23 ,1666.466348
16_56_2012-11-30 ,2085.606847
16_56_2012-12-07 ,2047.9605
16_56_2012-12-14 ,1686.316
16_56_2012-12-21 ,948.12915
16_56_2012-12-28 ,466.9041989
16_56_2013-01-04 ,281.48245
16_56_2013-01-11 ,142.2632
16_56_2013-01-18 ,266.456
16_56_2013-01-25 ,223.1401
16_56_2013-02-01 ,1082.2513
16_56_2013-02-08 ,1130.653649
16_56_2013-02-15 ,1120.7667
16_56_2013-02-22 ,1098.67205
16_56_2013-03-01 ,1193.46665
16_56_2013-03-08 ,2198.620695
16_56_2013-03-15 ,1986.814649
16_56_2013-03-22 ,2481.795397
16_56_2013-03-29 ,2929.346597
16_56_2013-04-05 ,4244.982948
16_56_2013-04-12 ,3429.168299
16_56_2013-04-19 ,3340.69175
16_56_2013-04-26 ,4021.69975
16_56_2013-05-03 ,5952.2886
16_56_2013-05-10 ,6926.3526
16_56_2013-05-17 ,27964.9536
16_56_2013-05-24 ,17822.28305
16_56_2013-05-31 ,25728.31125
16_56_2013-06-07 ,33383.36495
16_56_2013-06-14 ,32565.23595
16_56_2013-06-21 ,29852.89895
16_56_2013-06-28 ,22442.05015
16_56_2013-07-05 ,15354.26485
16_56_2013-07-12 ,7539.524597
16_56_2013-07-19 ,4655.486649
16_56_2013-07-26 ,2779.662598
16_58_2012-11-02 ,1385.780548
16_58_2012-11-09 ,1319.796099
16_58_2012-11-23 ,872.5235
16_58_2012-12-14 ,844.70015
16_58_2012-12-21 ,1002.4511
16_58_2012-12-28 ,792.8118
16_58_2013-01-04 ,1055.607393
16_58_2013-01-11 ,545.4576489
16_58_2013-02-01 ,1000.810497
16_58_2013-02-15 ,1002.727045
16_58_2013-03-01 ,1193.851993
16_58_2013-03-08 ,1200.741694
16_58_2013-03-15 ,1326.304394
16_58_2013-03-22 ,1419.795142
16_58_2013-03-29 ,1146.665545
16_58_2013-04-12 ,1265.473644
16_58_2013-04-19 ,1213.469194
16_58_2013-04-26 ,1187.663745
16_58_2013-05-03 ,735.6720977
16_58_2013-05-10 ,607.7998989
16_58_2013-05-31 ,635.7924989
16_58_2013-06-07 ,741.4556466
16_58_2013-06-14 ,570.0794489
16_58_2013-06-21 ,512.5198989
16_58_2013-06-28 ,725.1380966
16_58_2013-07-05 ,662.1395477
16_58_2013-07-12 ,566.9129489
16_58_2013-07-26 ,539.1224989
16_59_2012-11-02 ,680.8273909
16_59_2012-11-09 ,803.3153898
16_59_2012-11-16 ,1625.126028
16_59_2012-11-23 ,845.3849909
16_59_2012-11-30 ,751.6936421
16_59_2012-12-07 ,421.3049477
16_59_2012-12-14 ,360.0659489
16_59_2012-12-21 ,538.2957466
16_59_2012-12-28 ,896.0388421
16_59_2013-01-04 ,5136.337429
16_59_2013-01-11 ,3348.867153
16_59_2013-02-08 ,4300.114591
16_59_2013-02-15 ,1737.057478
16_59_2013-02-22 ,1201.748535
16_59_2013-05-24 ,1210.953884
16_60_2012-11-02 ,89.89755
16_60_2012-11-09 ,96.01165
16_60_2012-11-16 ,101.68815
16_60_2012-11-23 ,138.55545
16_60_2012-11-30 ,137.13675
16_60_2012-12-07 ,254.53135
16_60_2012-12-14 ,331.1066
16_60_2012-12-21 ,353.22685
16_60_2012-12-28 ,214.916
16_60_2013-01-04 ,131.27825
16_60_2013-01-11 ,114.9702
16_60_2013-01-18 ,121.982
16_60_2013-01-25 ,113.9468
16_60_2013-02-01 ,106.48945
16_60_2013-02-08 ,146.40495
16_60_2013-02-15 ,124.59105
16_60_2013-02-22 ,107.6181
16_60_2013-03-01 ,115.90605
16_60_2013-03-08 ,101.7535
16_60_2013-03-15 ,95.9581
16_60_2013-03-22 ,133.1189
16_60_2013-03-29 ,135.16355
16_60_2013-04-05 ,103.78695
16_60_2013-04-12 ,92.4234
16_60_2013-04-19 ,101.9877
16_60_2013-04-26 ,101.4993
16_60_2013-05-03 ,101.194
16_60_2013-05-10 ,104.764
16_60_2013-05-17 ,110.02045
16_60_2013-05-24 ,92.3915
16_60_2013-05-31 ,99.01395
16_60_2013-06-07 ,103.42725
16_60_2013-06-14 ,118.5611
16_60_2013-06-21 ,116.8573
16_60_2013-06-28 ,110.92155
16_60_2013-07-05 ,115.24745
16_60_2013-07-12 ,117.43125
16_60_2013-07-19 ,102.5862
16_60_2013-07-26 ,109.7616
16_67_2012-11-02 ,3136.20775
16_67_2012-11-09 ,3291.29345
16_67_2012-11-16 ,3177.99835
16_67_2012-11-23 ,3618.4475
16_67_2012-11-30 ,3581.1416
16_67_2012-12-07 ,4089.70795
16_67_2012-12-14 ,5727.45895
16_67_2012-12-21 ,8289.1403
16_67_2012-12-28 ,4801.290999
16_67_2013-01-04 ,2883.52345
16_67_2013-01-11 ,2842.5677
16_67_2013-01-18 ,2880.71815
16_67_2013-01-25 ,2752.1194
16_67_2013-02-01 ,3936.03335
16_67_2013-02-08 ,4604.43265
16_67_2013-02-15 ,4218.4008
16_67_2013-02-22 ,3229.1419
16_67_2013-03-01 ,3355.41535
16_67_2013-03-08 ,3160.26055
16_67_2013-03-15 ,3340.57485
16_67_2013-03-22 ,4140.7176
16_67_2013-03-29 ,3893.2759
16_67_2013-04-05 ,3969.8395
16_67_2013-04-12 ,3168.96165
16_67_2013-04-19 ,3584.20025
16_67_2013-04-26 ,4013.13085
16_67_2013-05-03 ,3427.48805
16_67_2013-05-10 ,3520.66345
16_67_2013-05-17 ,3390.86565
16_67_2013-05-24 ,3539.9043
16_67_2013-05-31 ,3916.70885
16_67_2013-06-07 ,3773.3092
16_67_2013-06-14 ,3987.40365
16_67_2013-06-21 ,3805.7553
16_67_2013-06-28 ,3415.62535
16_67_2013-07-05 ,3458.65315
16_67_2013-07-12 ,3212.8811
16_67_2013-07-19 ,2977.0349
